r,z,U,V,W,T,rho,mu,kappa,Mr
1.0000000000000000e+00,1.4000000000000000e+01,1.1609551081976576e-05,-9.9998493476017825e-01,-8.4852117067589650e-01,1.0002423963889941e+00,9.9975766235277641e-01,1.0001925908829117e+00,1.3891563762262662e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.4250000000000000e+01,9.3702812637225617e-06,-9.9998784062026347e-01,-8.4849592737083301e-01,1.0002071165792665e+00,9.9979292630912797e-01,1.0001645614175954e+00,1.3891174464133269e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.4500000000000000e+01,7.5602681804523042e-06,-9.9999018942380702e-01,-8.4847402343379086e-01,1.0001768402290359e+00,9.9982319103790152e-01,1.0001405067840095e+00,1.3890840372000133e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.4750000000000000e+01,6.0972403710997871e-06,-9.9999208794254979e-01,-8.4845503063370120e-01,1.0001508579477172e+00,9.9984916480697050e-01,1.0001198635274584e+00,1.3890553660103591e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.5000000000000000e+01,4.9146898881925165e-06,-9.9999362248825940e-01,-8.4843857273663970e-01,1.0001285608657733e+00,9.9987145565999835e-01,1.0001021480095200e+00,1.3890307611243333e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.5250000000000000e+01,3.9588534071127108e-06,-9.9999486283177763e-01,-8.4842431981503641e-01,1.0001094264059158e+00,9.9989058556691235e-01,1.0000869451167629e+00,1.3890096459955041e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.5500000000000000e+01,3.1862710310553925e-06,-9.9999586537186480e-01,-8.4841198303891419e-01,1.0000930060643478e+00,9.9990700258497578e-01,1.0000738985627504e+00,1.3889915257815979e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.5750000000000000e+01,2.5618123867220037e-06,-9.9999667569730188e-01,-8.4840130994391572e-01,1.0000789149191911e+00,9.9992109130788198e-01,1.0000627025595994e+00,1.3889759757772215e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.6000000000000000e+01,2.0570806605869577e-06,-9.9999733065832186e-01,-8.4839208015906376e-01,1.0000668226227447e+00,9.9993318184221980e-01,1.0000530946664719e+00,1.3889626314812109e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.6250000000000000e+01,1.6491222793096992e-06,-9.9999786004126989e-01,-8.4838410156970734e-01,1.0000564456683008e+00,9.9994355751763286e-01,1.0000448496492627e+00,1.3889511800684204e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.6500000000000000e+01,1.3193837463643088e-06,-9.9999828792244128e-01,-8.4837720688700446e-01,1.0000475407515950e+00,9.9995246150842065e-01,1.0000377742089299e+00,1.3889413530679582e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.6750000000000000e+01,1.0528683247021499e-06,-9.9999863376252485e-01,-8.4837125059295670e-01,1.0000398990722588e+00,9.9996010251961365e-01,1.0000317024558925e+00,1.3889329200776284e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.7000000000000000e+01,8.3745430135641522e-07,-9.9999891329132895e-01,-8.4836610622882269e-01,1.0000333414423976e+00,9.9996665966921705e-01,1.0000264920251389e+00,1.3889256833682486e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.7250000000000000e+01,6.6334388942201768e-07,-9.9999913922295869e-01,-8.4836166399582069e-01,1.0000277140881437e+00,9.9997228667990568e-01,1.0000220207415045e+00,1.3889194732520895e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.7500000000000000e+01,5.2261774435726089e-07,-9.9999932183392526e-01,-8.4835782863754883e-01,1.0000228850461286e+00,9.9997711547758483e-01,1.0000181837573250e+00,1.3889141441073958e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.7750000000000000e+01,4.0887486139999769e-07,-9.9999946943045048e-01,-8.4835451757569214e-01,1.0000187410706671e+00,9.9998125928055404e-01,1.0000148910956446e+00,1.3889095709661730e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.8000000000000000e+01,3.1694149488408487e-07,-9.9999958872619765e-01,-8.4835165927185774e-01,1.0000151849793339e+00,9.9998481525124616e-01,1.0000120655415785e+00,1.3889056465855258e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.8250000000000000e+01,2.4263587318399342e-07,-9.9999968514759463e-01,-8.4834919179102497e-01,1.0000121333748444e+00,9.9998786677237261e-01,1.0000096408325461e+00,1.3889022789340919e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.8500000000000000e+01,1.8257801644462360e-07,-9.9999976308062732e-01,-8.4834706154401796e-01,1.0000095146899239e+00,9.9999048540060453e-01,1.0000075601050444e+00,1.3888993890347840e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.8750000000000000e+01,1.3403601274265746e-07,-9.9999982607032090e-01,-8.4834522218788966e-01,1.0000072675094016e+00,9.9999273254341470e-01,1.0000057745616255e+00,1.3888969091133689e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.9000000000000000e+01,9.4801764598548773e-08,-9.9999987698197734e-01,-8.4834363366661025e-01,1.0000053391302366e+00,9.9999466089826961e-01,1.0000042423268765e+00,1.3888947810095507e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.9250000000000000e+01,6.3090556840691909e-08,-9.9999991813150191e-01,-8.4834226137409163e-01,1.0000036843257534e+00,9.9999631568782088e-01,1.0000029274656193e+00,1.3888929548133602e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.9500000000000000e+01,3.7459879411903278e-08,-9.9999995139074183e-01,-8.4834107542590020e-01,1.0000022642851336e+00,9.9999773571999340e-01,1.0000017991403372e+00,1.3888913876949127e+00,1.4999999999999999e-02
1.0000000000000000e+00,1.9750000000000000e+01,1.6743813899962489e-08,-9.9999997827262921e-01,-8.4834005002530921e-01,1.0000010457033195e+00,9.9999895429777397e-01,1.0000008308880937e+00,1.3888900429001301e+00,1.4999999999999999e-02
1.0000000000000000e+00,2.0000000000000000e+01,-2.1324716191622831e-20,-1.0000000000000000e+00,-8.4833916291267675e-01,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.3888888888888888e+00,1.4999999999999999e-02
1.4750000000000001e+00,0.0000000000000000e+00,1.5528940606499948e-19,-4.3418651514700916e-22,-1.0651964528994970e-23,1.5000000000000000e+00,6.6666666666666663e-01,1.3580981811706159e+00,1.8862474738480777e+00,2.2124999999999999e-02
1.4750000000000001e+00,2.5000000000000000e-01,7.5835439801630766e-02,-1.0935209928236940e-01,-3.2115983034249493e-02,1.4711093941685540e+00,6.7975910150800378e-01,1.3392284715197236e+00,1.8600395437773940e+00,2.2124999999999999e-02
1.4750000000000001e+00,5.0000000000000000e-01,1.2734084039741836e-01,-2.1550443494677060e-01,-8.5470825578246631e-02,1.4418938361855025e+00,6.9353233567145089e-01,1.3199503919949733e+00,1.8332644333263519e+00,2.2124999999999999e-02
1.4750000000000001e+00,7.5000000000000000e-01,1.5933686114293708e-01,-3.1542142337854145e-01,-1.5140288148504297e-01,1.4125022656856729e+00,7.0796346617863204e-01,1.3003517946731555e+00,1.8060441592682717e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.0000000000000000e+00,1.7616146713138303e-01,-4.0732338251616396e-01,-2.2324800445958712e-01,1.3831401177382174e+00,7.2299254947159797e-01,1.2805625170203545e+00,1.7785590514171592e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.2500000000000000e+00,1.8157732512341962e-01,-4.9035128426315078e-01,-2.9607851250578060e-01,1.3540487560299073e+00,7.3852584373107510e-01,1.2607426886088031e+00,1.7510315119566711e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.5000000000000000e+00,1.7874826044298489e-01,-5.6429645165771858e-01,-3.6642789284302069e-01,1.3254855545068451e+00,7.5444051170520376e-01,1.2410706167381462e+00,1.7237091899140919e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.7500000000000000e+00,1.7026009790473706e-01,-6.2938954718460505e-01,-4.3202063949699271e-01,1.2977056049662352e+00,7.7059079977235578e-01,1.2217308306989871e+00,1.6968483759708155e+00,2.2124999999999999e-02
1.4750000000000001e+00,2.0000000000000000e+00,1.5816814300558932e-01,-6.8614050751890776e-01,-4.9152009073485536e-01,1.2709460450168599e+00,7.8681546232494426e-01,1.2029029869599419e+00,1.6706985929999194e+00,2.2124999999999999e-02
1.4750000000000001e+00,2.2500000000000000e+00,1.4405892980579466e-01,-7.3522047026092574e-01,-5.4430249079782655e-01,1.2454137872168594e+00,8.0294598491214042e-01,1.1847523088123497e+00,1.6454893177949301e+00,2.2124999999999999e-02
1.4750000000000001e+00,2.5000000000000000e+00,1.2911775963489391e-01,-7.7737723349557730e-01,-5.9026196565826283e-01,1.2212770809805034e+00,8.1881500568007803e-01,1.1674220877083128e+00,1.6214195662615456e+00,2.2124999999999999e-02
1.4750000000000001e+00,2.7500000000000000e+00,1.1419630771036715e-01,-8.1337678850333417e-01,-6.2964824809750997e-01,1.1986609463280589e+00,8.3426427052901764e-01,1.1510285525012411e+00,1.5986507673628350e+00,2.2124999999999999e-02
1.4750000000000001e+00,3.0000000000000000e+00,9.9876525379014411e-02,-8.4396463149827672e-01,-6.6293666268980955e-01,1.1776461602825885e+00,8.4915149705072668e-01,1.1356581640864294e+00,1.5773030056755963e+00,2.2124999999999999e-02
1.4750000000000001e+00,3.2500000000000000e+00,8.6528482323500605e-02,-8.6984171437060009e-01,-6.9072808463330304e-01,1.1582712065104874e+00,8.6335565831139882e-01,1.1213671608350881e+00,1.5574543900487337e+00,2.2124999999999999e-02
1.4750000000000001e+00,3.5000000000000000e+00,7.4360852732700058e-02,-8.9165094996418759e-01,-7.1367535107149471e-01,1.1405364429415179e+00,8.7678040117765532e-01,1.1081829991985461e+00,1.5391430544424252e+00,2.2124999999999999e-02
1.4750000000000001e+00,3.7500000000000000e+00,6.3463553545610993e-02,-9.0997110616780408e-01,-7.3243192802387025e-01,1.1244097010588343e+00,8.8935554278686835e-01,1.0961072236205627e+00,1.5223711439174483e+00,2.2124999999999999e-02
1.4750000000000001e+00,4.0000000000000000e+00,5.3842643603882447e-02,-9.2531569343896758e-01,-7.4761846039694602e-01,1.1098325851545572e+00,9.0103679904184675e-01,1.0851192639739284e+00,1.5071100888526785e+00,2.2124999999999999e-02
1.4750000000000001e+00,4.2500000000000000e+00,4.5448017447010491e-02,-9.3813507598567403e-01,-7.5980304848662483e-01,1.0967268598711784e+00,9.1180405677076248e-01,1.0751806869676712e+00,1.4933065096773213e+00,2.2124999999999999e-02
1.4750000000000001e+00,4.5000000000000000e+00,3.8194696975883853e-02,-9.4882053039260528e-01,-7.6949157102607346e-01,1.0850004670860154e+00,9.2165858940660084e-01,1.0662395015836910e+00,1.4808881966440153e+00,2.2124999999999999e-02
1.4750000000000001e+00,4.7500000000000000e+00,3.1978660666535978e-02,-9.5770935460689877e-01,-7.7712498547235465e-01,1.0745528701403788e+00,9.3061963518776025e-01,1.0582342160968934e+00,1.4697697445790185e+00,2.2124999999999999e-02
1.4750000000000001e+00,5.0000000000000000e+00,2.6688180040077305e-02,-9.6509041436256093e-01,-7.8308117723087955e-01,1.0652795640595205e+00,9.3872072058647593e-01,1.0510974462907412e+00,1.4598575642926961e+00,2.2124999999999999e-02
1.4750000000000001e+00,5.2500000000000000e+00,2.2211585691540581e-02,-9.7120972236689840e-01,-7.8767952873902292e-01,1.0570757031943094e+00,9.4600604003872568e-01,1.0447589669132058e+00,1.4510541207127858e+00,2.2124999999999999e-02
1.4750000000000001e+00,5.5000000000000000e+00,1.8442288450593983e-02,-9.7627579502402673e-01,-7.9118689563094324e-01,1.0498388788913191e+00,9.5252711640480359e-01,1.0391481730543595e+00,1.4432613514643882e+00,2.2124999999999999e-02
1.4750000000000001e+00,5.7500000000000000e+00,1.5281759448738563e-02,-9.8046463658500971e-01,-7.9382409460536774e-01,1.0434711312113427e+00,9.5833988127598890e-01,1.0341959721356291e+00,1.4363832946328183e+00,2.2124999999999999e-02
1.4750000000000001e+00,6.0000000000000000e+00,1.2641044712372458e-02,-9.8392427300790797e-01,-7.9577232748051474e-01,1.0378803054123413e+00,9.6350224085108560e-01,1.0298361616065677e+00,1.4303280022313440e+00,2.2124999999999999e-02
1.4750000000000001e+00,6.2500000000000000e+00,1.0441268179899583e-02,-9.8677880647491512e-01,-7.9717919957912708e-01,1.0329808721260405e+00,9.6807213665228808e-01,1.0260063654885030e+00,1.4250088409562542e+00,2.2124999999999999e-02
1.4750000000000001e+00,6.5000000000000000e+00,8.6134692387390618e-03,-9.8913199321540479e-01,-7.9816415362389792e-01,1.0286943259307793e+00,9.7210607154383188e-01,1.0226486086672217e+00,1.4203452898155857e+00,2.2124999999999999e-02
1.4750000000000001e+00,6.7500000000000000e+00,7.0980303118922958e-03,-9.9107036701725304e-01,-7.9882324878055722e-01,1.0249492654469397e+00,9.7565804836587666e-01,1.0197096052997252e+00,1.4162633406940628e+00,2.2124999999999999e-02
1.4750000000000001e+00,7.0000000000000000e+00,5.8438771067711517e-03,-9.9266594221050375e-01,-7.9923328275006278e-01,1.0216812430144435e+00,9.7877885772819551e-01,1.0171408302260652e+00,1.4126955975362017e+00,2.2124999999999999e-02
1.4750000000000001e+00,7.2500000000000000e+00,4.8075775116364142e-03,-9.9397853560124039e-01,-7.9945529472314392e-01,1.0188324561142956e+00,9.8151564960335058e-01,1.0148984324220740e+00,1.4095811561417695e+00,2.2124999999999999e-02
1.4750000000000001e+00,7.5000000000000000e+00,3.9524225349649054e-03,-9.9505774870047214e-01,-7.9953750773135535e-01,1.0163513376207962e+00,9.8391172716014375e-01,1.0129430390599001e+00,1.4068653320276392e+00,2.2124999999999999e-02
1.4750000000000001e+00,7.7500000000000000e+00,3.2475415947604593e-03,-9.9594465097307794e-01,-7.9951777721408779e-01,1.0141920886080711e+00,9.8600650826654634e-01,1.0112394887652953e+00,1.4044992899517992e+00,2.2124999999999999e-02
1.4750000000000001e+00,8.0000000000000000e+00,2.6670824337050973e-03,-9.9667320267284976e-01,-7.9942561325326100e-01,1.0123141861455589e+00,9.8783560843650153e-01,1.0097565237753274e+00,1.4024396163546216e+00,2.2124999999999999e-02
1.4750000000000001e+00,8.2500000000000000e+00,2.1894708051954205e-03,-9.9727145279389440e-01,-7.9928384017046761e-01,1.0106818893282676e+00,9.8943100748014079e-01,1.0084664631597826e+00,1.4006478654996981e+00,2.2124999999999999e-02
1.4750000000000001e+00,8.5000000000000000e+00,1.7967550514215985e-03,-9.9776254421186972e-01,-7.9910995118308659e-01,1.0092637595345142e+00,9.9082127001291842e-01,1.0073448731029635e+00,1.3990901015318937e+00,2.2124999999999999e-02
1.4750000000000001e+00,8.7500000000000000e+00,1.4740343506717362e-03,-9.9816555451692379e-01,-7.9891720893472817e-01,1.0080322053312627e+00,9.9203179691206078e-01,1.0063702453506616e+00,1.3977364518759188e+00,2.2124999999999999e-02
1.4750000000000001e+00,9.0000000000000000e+00,1.2089656499266828e-03,-9.9849619755232599e-01,-7.9871553576998522e-01,1.0069630582729576e+00,9.9308509064384154e-01,1.0055236911482419e+00,1.3965606821503360e+00,2.2124999999999999e-02
1.4750000000000001e+00,9.2500000000000000e+00,9.9134230106653963e-04,-9.9876740739040482e-01,-7.9851223107380209e-01,1.0060351827919434e+00,9.9400102213603048e-01,1.0047886551481873e+00,1.3955397988169269e+00,2.2124999999999999e-02
1.4750000000000001e+00,9.5000000000000000e+00,8.1273658772671885e-04,-9.9898982346842313e-01,-7.9831254707193977e-01,1.0052301212146280e+00,9.9479709063203525e-01,1.0041506516723107e+00,1.3946536828782092e+00,2.2124999999999999e-02
1.4750000000000001e+00,9.7500000000000000e+00,6.6619824025724130e-04,-9.9917219290213122e-01,-7.9812014927823649e-01,1.0045317734515775e+00,9.9548867087000514e-01,1.0035970242158883e+00,1.3938847558554004e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.0000000000000000e+01,5.4600139297343012e-04,-9.9932170359983652e-01,-7.9793748327982961e-01,1.0039261099332819e+00,9.9608924412420863e-01,1.0031167280423856e+00,1.3932176778366467e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.0250000000000000e+01,4.4743304046966376e-04,-9.9944425970483308e-01,-7.9776606572968001e-01,1.0034009157621737e+00,9.9661061126340467e-01,1.0027001350261349e+00,1.3926390764251875e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.0500000000000000e+01,3.6661676587871397e-04,-9.9954470907927395e-01,-7.9760671420072393e-01,1.0029455637211504e+00,9.9706308714281389e-01,1.0023388594665978e+00,1.3921373048147192e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.0750000000000000e+01,3.0036625923347045e-04,-9.9962703098322581e-01,-7.9745972787355635e-01,1.0025508136394217e+00,9.9745567645577804e-01,1.0020256033513333e+00,1.3917022268768517e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.1000000000000000e+01,2.4606386724114200e-04,-9.9969449077177874e-01,-7.9732502880584244e-01,1.0022086356079787e+00,9.9779623171313148e-01,1.0017540194314152e+00,1.3913250269880766e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.1250000000000000e+01,2.0156008786142819e-04,-9.9974976730366139e-01,-7.9720227169773017e-01,1.0019120546148876e+00,9.9809159436092165e-01,1.0015185904518473e+00,1.3909980422942325e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.1500000000000000e+01,1.6509052984990091e-04,-9.9979505780094657e-01,-7.9709092856130037e-01,1.0016550143026688e+00,9.9834772024395946e-01,1.0013145229200506e+00,1.3907146151667371e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.1750000000000000e+01,1.3520739404301773e-04,-9.9983216409715503e-01,-7.9699035346937219e-01,1.0014322577130308e+00,9.9856979071524854e-01,1.0011376538753680e+00,1.3904689637157890e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.2000000000000000e+01,1.1072300053481436e-04,-9.9986256353864911e-01,-7.9689983155297117e-01,1.0012392230619864e+00,9.9876231071112387e-01,1.0009843692256606e+00,1.3902560683689731e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.2250000000000000e+01,9.0663288248606362e-05,-9.9988746724235311e-01,-7.9681861559801970e-01,1.0010719527697240e+00,9.9892919508257305e-01,1.0008515323319767e+00,1.3900715726833011e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.2500000000000000e+01,7.4229556659629738e-05,-9.9990786794458164e-01,-7.9674595292689809e-01,1.0009270141471767e+00,9.9907384441215574e-01,1.0007364216411296e+00,1.3899116967237912e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.2750000000000000e+01,6.0767010164675080e-05,-9.9992457928640177e-01,-7.9668110471176379e-01,1.0008014303103367e+00,9.9919921146586665e-01,1.0006366762834378e+00,1.3897731615047748e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.3000000000000000e+01,4.9738910444402652e-05,-9.9993826805783004e-01,-7.9662335943088314e-01,1.0006926200512505e+00,9.9930785933924948e-01,1.0005502486654734e+00,1.3896531231464908e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.3250000000000000e+01,4.0705347408922923e-05,-9.9994948065547051e-01,-7.9657204182763441e-01,1.0005983455398881e+00,9.9940201226340697e-01,1.0004753631933423e+00,1.3895491155463089e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.3500000000000000e+01,3.3305810710881037e-05,-9.9995866478674789e-01,-7.9652651844872513e-01,1.0005166668632548e+00,9.9948359994354252e-01,1.0004104803596401e+00,1.3894590004995002e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.3750000000000000e+01,2.7244886489346721e-05,-9.9996618727093345e-01,-7.9648620061060504e-01,1.0004459025272885e+00,9.9955429621315650e-01,1.0003542655163600e+00,1.3893809243282778e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.4000000000000000e+01,2.2280522476607094e-05,-9.9997234863617546e-01,-7.9645054546063487e-01,1.0003845951538588e+00,9.9961555270270863e-01,1.0003055617366354e+00,1.3893132801897714e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.4250000000000000e+01,1.8214402755725996e-05,-9.9997739508726435e-01,-7.9641905565360727e-01,1.0003314817002547e+00,9.9966862814345181e-01,1.0002633662405740e+00,1.3892546753341306e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.4500000000000000e+01,1.4884054636978942e-05,-9.9998152831632692e-01,-7.9639127804777543e-01,1.0002854676128603e+00,9.9971461385564109e-01,1.0002268099250204e+00,1.3892039026736396e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.4750000000000000e+01,1.2156377161317616e-05,-9.9998491354423680e-01,-7.9636680173194740e-01,1.0002456044011863e+00,9.9975445590552403e-01,1.0001951395944633e+00,1.3891599161034212e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.5000000000000000e+01,9.9223360322522448e-06,-9.9998768611110300e-01,-7.9634525562171710e-01,1.0002110701840152e+00,9.9978897435720604e-01,1.0001677025410431e+00,1.3891218090847821e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.5250000000000000e+01,8.0926153339919695e-06,-9.9998995687711512e-01,-7.9632630580491015e-01,1.0001811528170317e+00,9.9981887999336772e-01,1.0001439331663848e+00,1.3890887960644234e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.5500000000000000e+01,6.5940538944218943e-06,-9.9999181664811865e-01,-7.9630965277065791e-01,1.0001552352618039e+00,9.9984478883244232e-01,1.0001233413773190e+00,1.3890601963573874e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.5750000000000000e+01,5.3667249977005858e-06,-9.9999333980177241e-01,-7.9629502862075230e-01,1.0001327829001887e+00,9.9986723472876904e-01,1.0001055025221073e+00,1.3890354201695936e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.6000000000000000e+01,4.3615435075580016e-06,-9.9999458725850310e-01,-7.9628219433411418e-01,1.0001133325368279e+00,9.9988668030598049e-01,1.0000900486640234e+00,1.3890139564778103e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.6250000000000000e+01,3.5383052945269201e-06,-9.9999560891550987e-01,-7.9627093713367170e-01,1.0000964828661065e+00,9.9990352644193881e-01,1.0000766610155787e+00,1.3889953625216371e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.6500000000000000e+01,2.8640809676695735e-06,-9.9999644564077006e-01,-7.9626106798840546e-01,1.0000818862093099e+00,9.9991812049549234e-01,1.0000650633797830e+00,1.3889792546941431e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.6750000000000000e+01,2.3118999543582364e-06,-9.9999713090651521e-01,-7.9625241927075252e-01,1.0000692413532952e+00,9.9993076344073784e-01,1.0000550164649673e+00,1.3889653006457880e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.7000000000000000e+01,1.8596724953758916e-06,-9.9999769212731660e-01,-7.9624484258013295e-01,1.0000582873442525e+00,9.9994171605296400e-01,1.0000463129572357e+00,1.3889532124406052e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.7250000000000000e+01,1.4893065762812003e-06,-9.9999815175616080e-01,-7.9623820673633072e-01,1.0000487981094888e+00,9.9995120427165052e-01,1.0000387732499016e+00,1.3889427406248636e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.7500000000000000e+01,1.1859845695870734e-06,-9.9999852818226376e-01,-7.9623239594142325e-01,1.0000405777969950e+00,9.9995942384949588e-01,1.0000322417425462e+00,1.3889336690868699e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.7750000000000000e+01,9.3757072023890778e-07,-9.9999883646646481e-01,-7.9622730810533138e-01,1.0000334567371727e+00,9.9996654438214316e-01,1.0000265836338997e+00,1.3889258106026385e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.8000000000000000e+01,7.3412581944318558e-07,-9.9999908894357326e-01,-7.9622285332761977e-01,1.0000272879437961e+00,9.9997271280081546e-01,1.0000216821427859e+00,1.3889190029760916e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.8250000000000000e+01,5.6750968477578387e-07,-9.9999929571572876e-01,-7.9621895252661001e-01,1.0000219440822971e+00,9.9997805639923509e-01,1.0000174361000902e+00,1.3889131056945698e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.8500000000000000e+01,4.3105556663526069e-07,-9.9999946505648762e-01,-7.9621553620594687e-01,1.0000173148430358e+00,9.9998268545676283e-01,1.0000137578622987e+00,1.3889079970309706e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.8750000000000000e+01,3.1930347120525646e-07,-9.9999960374178665e-01,-7.9621254334833780e-01,1.0000133046655095e+00,9.9998669551150221e-01,1.0000105715037100e+00,1.3889035715329305e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.9000000000000000e+01,2.2778174199120564e-07,-9.9999971732101134e-01,-7.9620992042615424e-01,1.0000098307666550e+00,9.9999016932998808e-01,1.0000078112501498e+00,1.3888997378474304e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.9250000000000000e+01,1.5282816910195826e-07,-9.9999981033900753e-01,-7.9620762051874006e-01,1.0000068214326412e+00,9.9999317861389048e-01,1.0000054201219548e+00,1.3888964168360485e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.9500000000000000e+01,9.1443474370707324e-08,-9.9999988651791083e-01,-7.9620560252669415e-01,1.0000042145389629e+00,9.9999578547879930e-01,1.0000033487582838e+00,1.3888935399420608e+00,2.2124999999999999e-02
1.4750000000000001e+00,1.9750000000000000e+01,4.1171313981231397e-08,-9.9999994890606747e-01,-7.9620383047390109e-01,1.0000019562683404e+00,9.9999804373548651e-01,1.0000015543985530e+00,1.3888910477757681e+00,2.2124999999999999e-02
1.4750000000000001e+00,2.0000000000000000e+01,-3.6392441950029645e-22,-1.0000000000000000e+00,-7.9620227288861423e-01,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.3888888888888888e+00,2.2124999999999999e-02
1.9500000000000000e+00,0.0000000000000000e+00,-2.6602167060748672e-20,2.9940388438667600e-23,-3.1439645225499876e-24,1.5000000000000000e+00,6.6666666666666663e-01,1.3580981811706159e+00,1.8862474738480777e+00,2.9249999999999998e-02
1.9500000000000000e+00,2.5000000000000000e-01,7.5810914364399296e-02,-1.1025852900619959e-01,-3.7775623096364487e-02,1.4709136393749564e+00,6.7984956644017225e-01,1.3390999635017848e+00,1.8598610604191457e+00,2.9249999999999998e-02
1.9500000000000000e+00,5.0000000000000000e-01,1.2728578194595275e-01,-2.1729327987610431e-01,-1.0042499294600833e-01,1.4414988875918571e+00,6.9372235289794959e-01,1.3196884073301562e+00,1.8329005657363282e+00,2.9249999999999998e-02
1.9500000000000000e+00,7.5000000000000000e-01,1.5921545030437528e-01,-3.1801993952255458e-01,-1.7759970222017898e-01,1.4119029395620371e+00,7.0826398329490936e-01,1.2999499863371700e+00,1.8054860921349583e+00,2.9249999999999998e-02
1.9500000000000000e+00,1.0000000000000000e+00,1.7591878525429130e-01,-4.1061950103384537e-01,-2.6128062920806938e-01,1.3823276064394914e+00,7.2341751357750450e-01,1.2800118623514989e+00,1.7777942532659707e+00,2.9249999999999998e-02
1.9500000000000000e+00,1.2500000000000000e+00,1.8115581382856402e-01,-4.9420939331197433e-01,-3.4551136448251590e-01,1.3530113008467148e+00,7.3909212685378145e-01,1.2600318844337068e+00,1.7500442839357040e+00,2.9249999999999998e-02
1.9500000000000000e+00,1.5000000000000000e+00,1.7810077491933624e-01,-5.6857357028806921e-01,-4.2610377834187563e-01,1.3242105203867349e+00,7.5516693501872389e-01,1.2401874819427845e+00,1.7224826138094229e+00,2.9249999999999998e-02
1.9500000000000000e+00,1.7500000000000000e+00,1.6935720280371117e-01,-6.3394821345504693e-01,-5.0033386501536470e-01,1.2961820754596887e+00,7.7149655047139254e-01,1.2206641631597179e+00,1.6953668932773860e+00,2.9249999999999998e-02
